news_id,titulo,investigador_id,nombre_mencionado,rol_discursivo,justificacion,evidencia,nombre_oficial
40,La Universidad de Oviedo acoge la entrega de los Premios Santander X a Proyectos Emprendedores Universitarios y Startup Universitaria y la Beca Excelencia 360º,https://portalinvestigacion.uniovi.es/investigadores/2217385/detalle,MARIA LUZ ALONSO ALONSO,UNCLEAR,"No se menciona a María Luz Alonso Alonso en el contexto de la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,MARIA LUZ ALONSO ALONSO
40,La Universidad de Oviedo acoge la entrega de los Premios Santander X a Proyectos Emprendedores Universitarios y Startup Universitaria y la Beca Excelencia 360º,https://portalinvestigacion.uniovi.es/investigadores/217949/detalle,RUBEN MARTIN PAYO,UNCLEAR,"No se menciona a Rubén Martín Payo en el contexto de la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,RUBEN MARTIN PAYO
40,La Universidad de Oviedo acoge la entrega de los Premios Santander X a Proyectos Emprendedores Universitarios y Startup Universitaria y la Beca Excelencia 360º,https://portalinvestigacion.uniovi.es/investigadores/1931688/detalle,ANTONIO FERNANDEZ FERNANDEZ,UNCLEAR,"No se menciona a Antonio Fernández Fernández en el contexto de la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,ANTONIO FERNANDEZ FERNANDEZ
40,La Universidad de Oviedo acoge la entrega de los Premios Santander X a Proyectos Emprendedores Universitarios y Startup Universitaria y la Beca Excelencia 360º,https://portalinvestigacion.uniovi.es/investigadores/218122/detalle,JESUS ANGEL PEREZ FERNANDEZ,UNCLEAR,"No se menciona a Jesús Ángel Pérez Fernández en el contexto de la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,JESUS ANGEL PEREZ FERNANDEZ
40,La Universidad de Oviedo acoge la entrega de los Premios Santander X a Proyectos Emprendedores Universitarios y Startup Universitaria y la Beca Excelencia 360º,https://portalinvestigacion.uniovi.es/investigadores/219658/detalle,JESUS SUAREZ PEREZ DEL RIO,UNCLEAR,"No se menciona a Jesús Suárez Pérez del Río en el contexto de la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,JESUS SUAREZ PEREZ DEL RIO
40,La Universidad de Oviedo acoge la entrega de los Premios Santander X a Proyectos Emprendedores Universitarios y Startup Universitaria y la Beca Excelencia 360º,https://portalinvestigacion.uniovi.es/investigadores/218786/detalle,MARIA GARCIA FERNANDEZ,UNCLEAR,"No se menciona a María García Fernández en el contexto de la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,MARIA GARCIA FERNANDEZ
40,La Universidad de Oviedo acoge la entrega de los Premios Santander X a Proyectos Emprendedores Universitarios y Startup Universitaria y la Beca Excelencia 360º,https://portalinvestigacion.uniovi.es/investigadores/217584/detalle,PABLO GARCIA FERNANDEZ,RESEARCH,"El proyecto Build-E, presentado por Pablo García Fernández, propone un nuevo modelo de gestión energética para edificios, lo que implica actividad investigadora en el ámbito de la ingeniería eléctrica.","Build-E, presentada por Pablo García Fernández, propone un nuevo modelo de gestión energética para edificios residenciales que optimiza el consumo eléctrico.",PABLO GARCIA FERNANDEZ
41,La Facultad de Economía y Empresa de la Universidad de Oviedo exhibe un archivo internacional único para entender la economía moderna,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,INSTITUTIONAL,"Ignacio Villaverde participa como rector en la inauguración de la exposición, sin mención a actividad investigadora.","El rector Ignacio Villaverde participa este lunes en la inauguración oficial junto a la decana, Carmen Benavides.",IGNACIO VILLAVERDE MENENDEZ
41,La Facultad de Economía y Empresa de la Universidad de Oviedo exhibe un archivo internacional único para entender la economía moderna,https://portalinvestigacion.uniovi.es/investigadores/219168/detalle,ESTEBAN FERNANDEZ VAZQUEZ,RESEARCH,"Esteban Fernández es mencionado como uno de los profesores que guiarán la visita a la exposición, lo que implica su rol académico.","Tras la apertura se ofrecerá una visita guiada por las cinco secciones, a cargo de profesores de la Facultad André Carrascal, Manuel Hernández Muñiz, Carmen Ramos Carbajal y Esteban Fernández.",ESTEBAN FERNANDEZ VAZQUEZ
41,La Facultad de Economía y Empresa de la Universidad de Oviedo exhibe un archivo internacional único para entender la economía moderna,https://portalinvestigacion.uniovi.es/investigadores/217233/detalle,ANDRE CARRASCAL INCERA,RESEARCH,"André Carrascal es mencionado como uno de los profesores que guiarán la visita a la exposición, lo que implica su rol académico.","Tras la apertura se ofrecerá una visita guiada por las cinco secciones, a cargo de profesores de la Facultad André Carrascal, Manuel Hernández Muñiz, Carmen Ramos Carbajal y Esteban Fernández.",ANDRE CARRASCAL INCERA
41,La Facultad de Economía y Empresa de la Universidad de Oviedo exhibe un archivo internacional único para entender la economía moderna,https://portalinvestigacion.uniovi.es/investigadores/218037/detalle,MARIA DEL CARMEN RAMOS CARVAJAL,RESEARCH,"María del Carmen Ramos es mencionada como una de las profesoras que guiarán la visita a la exposición, lo que implica su rol académico.","Tras la apertura se ofrecerá una visita guiada por las cinco secciones, a cargo de profesores de la Facultad André Carrascal, Manuel Hernández Muñiz, Carmen Ramos Carbajal y Esteban Fernández.",MARIA DEL CARMEN RAMOS CARVAJAL
41,La Facultad de Economía y Empresa de la Universidad de Oviedo exhibe un archivo internacional único para entender la economía moderna,https://portalinvestigacion.uniovi.es/investigadores/217898/detalle,MANUEL HERNANDEZ MUÑIZ,RESEARCH,"Manuel Hernández es mencionado como uno de los profesores que guiarán la visita a la exposición, lo que implica su rol académico.","Tras la apertura se ofrecerá una visita guiada por las cinco secciones, a cargo de profesores de la Facultad André Carrascal, Manuel Hernández Muñiz, Carmen Ramos Carbajal y Esteban Fernández.",MANUEL HERNANDEZ MUÑIZ
42,La Universidad de Oviedo y el Gobierno del Principado recuperan una guía divulgativa sobre el eclipse publicada coincidiendo con el ‘apagón’ solar del año 1905,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,Ignacio Villaverde,INSTITUTIONAL,Ignacio Villaverde aparece como rector y su intervención se centra en la representación institucional y la colaboración de la universidad.,El rector Ignacio Villaverde explica que esta colaboración es “nuestra manera de sumarnos a ese momento colectivo: poner el conocimiento al servicio del asombro”.,IGNACIO VILLAVERDE MENENDEZ
42,La Universidad de Oviedo y el Gobierno del Principado recuperan una guía divulgativa sobre el eclipse publicada coincidiendo con el ‘apagón’ solar del año 1905,https://portalinvestigacion.uniovi.es/investigadores/217124/detalle,Noemí Pinilla-Alonso,RESEARCH,"Noemí Pinilla-Alonso es mencionada como investigadora que contribuye con un artículo sobre el eclipse, lo que indica su actividad investigadora.","...dos artículos de los científicos Javier de Cos, director del Instituto Universitario de Ciencias y Tecnologías Espaciales (ICTEA) y Noemí Pinilla-Alonso, investigadora distinguida del Programa ATRAE...",SUSANA IRENE DIAZ RODRIGUEZ
42,La Universidad de Oviedo y el Gobierno del Principado recuperan una guía divulgativa sobre el eclipse publicada coincidiendo con el ‘apagón’ solar del año 1905,https://portalinvestigacion.uniovi.es/investigadores/217196/detalle,Francisco Javier de Cos,RESEARCH,"Francisco Javier de Cos es mencionado como director de un instituto y autor de un artículo sobre el eclipse, lo que indica su actividad investigadora.","...dos artículos de los científicos Javier de Cos, director del Instituto Universitario de Ciencias y Tecnologías Espaciales (ICTEA) y Noemí Pinilla-Alonso...",FRANCISCO JAVIER DE COS JUEZ
45,87 jóvenes concluyen con éxito el programa Mentoring de Compromiso Asturias,https://portalinvestigacion.uniovi.es/investigadores/217775/detalle,ALFONSO JOAQUIN LOPEZ MUÑIZ,INSTITUTIONAL,"López Muñiz aparece como vicerrector de Estudiantes y Empleabilidad, representando a la institución en el evento.","El vicerrector de Estudiantes y Empleabilidad, Alfonso López Muñiz, ha asegurado que este programa es una actividad excepcional",ALFONSO JOAQUIN LOPEZ MUÑIZ
45,87 jóvenes concluyen con éxito el programa Mentoring de Compromiso Asturias,https://portalinvestigacion.uniovi.es/investigadores/219888/detalle,JOSE MANUEL RIESTRA,UNCLEAR,No se proporciona información suficiente sobre la actividad investigadora de José Manuel Riestra en el contexto de la noticia.,"José Manuel Riestra, en nombre del Patronato de Fundación Caja Rural.",JOSE MANUEL PIEDRA FERNANDEZ
45,87 jóvenes concluyen con éxito el programa Mentoring de Compromiso Asturias,https://portalinvestigacion.uniovi.es/investigadores/220173/detalle,SANTIAGO ALFONSO LOPEZ NAVIA,UNCLEAR,"No se menciona a Santiago Alfonso López Navia en el texto, por lo que no hay evidencia para clasificar su rol.",,SANTIAGO ALFONSO LOPEZ NAVIA
46,La Universidad de Oviedo logra tres premios y tres accésits en las XIII Jornadas Doctorales del G-9,https://portalinvestigacion.uniovi.es/investigadores/2373266/detalle,Swan Pacheco Díaz,RESEARCH,Swan Pacheco Díaz recibió un premio en las jornadas por su trabajo de investigación.,Premios de los Estudiantes Ciencias Sociales y Jurídicas: Swan Pacheco Díaz,SWAN SADITH PACHECO DIAZ
46,La Universidad de Oviedo logra tres premios y tres accésits en las XIII Jornadas Doctorales del G-9,https://portalinvestigacion.uniovi.es/investigadores/217688/detalle,Enol Junquera Álvarez,RESEARCH,Enol Junquera Álvarez obtuvo un accésit por su trabajo de investigación.,Accésits de los Estudiantes Ciencias: Enol Junquera Álvarez,JOSE CARLOS MARTINEZ GARCIA
46,La Universidad de Oviedo logra tres premios y tres accésits en las XIII Jornadas Doctorales del G-9,https://portalinvestigacion.uniovi.es/investigadores/219650/detalle,Gerard Villarroya,RESEARCH,Gerard Villarroya recibió un accésit por su trabajo de investigación.,Accésits de los Estudiantes Ingeniería y Arquitectura: Gerard Villarroya,GERARD VILLARROYA PIQUE
47,El Campus de Mieres acoge el acto ‘Rector Alas’ de toma de posesión y reconocimiento de cargos académicos y funcionariado,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,INSTITUTIONAL,Villaverde actúa como rector y representa a la institución en el acto de toma de posesión.,"El rector de la Universidad de Oviedo, Ignacio Villaverde, que ha estado acompañado por la vicerrectora de Investigación, Irene Díaz.",IGNACIO VILLAVERDE MENENDEZ
47,El Campus de Mieres acoge el acto ‘Rector Alas’ de toma de posesión y reconocimiento de cargos académicos y funcionariado,https://portalinvestigacion.uniovi.es/investigadores/1010273/detalle,IRENE DIAZ MARTINEZ,INSTITUTIONAL,"Irene Díaz es mencionada como vicerrectora de Investigación, lo que indica su rol institucional.","la vicerrectora de Investigación, Irene Díaz;",IRENE DIAZ MARTINEZ
47,El Campus de Mieres acoge el acto ‘Rector Alas’ de toma de posesión y reconocimiento de cargos académicos y funcionariado,https://portalinvestigacion.uniovi.es/investigadores/217169/detalle,ANGEL ESPINIELLA MENENDEZ,INSTITUTIONAL,"Ángel Espiniella es mencionado como secretario general, un rol institucional.","el secretario general, Ángel Espiniella.",ANGEL ESPINIELLA MENENDEZ
47,El Campus de Mieres acoge el acto ‘Rector Alas’ de toma de posesión y reconocimiento de cargos académicos y funcionariado,https://portalinvestigacion.uniovi.es/investigadores/217124/detalle,SUSANA IRENE DIAZ RODRIGUEZ,UNCLEAR,"No se menciona su rol específico en la noticia, por lo que no hay evidencia suficiente para clasificarla.",,SUSANA IRENE DIAZ RODRIGUEZ
47,El Campus de Mieres acoge el acto ‘Rector Alas’ de toma de posesión y reconocimiento de cargos académicos y funcionariado,https://portalinvestigacion.uniovi.es/investigadores/216770/detalle,PEDRO ALONSO VELAZQUEZ,INSTITUTIONAL,"Pedro Alonso es mencionado como vicerrector de Políticas de Profesorado y Ordenación Académica, lo que indica su rol institucional.","el vicerrector de Políticas de Profesorado y Ordenación Académica, Pedro Alonso;",PEDRO ALONSO VELAZQUEZ
48,Astrónomos de Light Bridges y la Universidad de Oviedo detectan que los asteroides metálicos giran más rápido que los demás,https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,Noemí Pinilla-Alonso,MIXED,"Noemí Pinilla-Alonso es mencionada tanto en su rol de investigadora principal del proyecto R2, que implica actividad investigadora, como en su papel de representante de la Universidad de Oviedo al traer esta línea de investigación a la institución.","Esta línea de trabajo tendrá continuidad en el ICTEA a través del proyecto R2: del Riesgo al Recurso, impulsado desde la Universidad de Oviedo...""Los asteroides metálicos representan hoy uno de los grandes interrogantes de la exploración espacial contemporánea...""",NOEMI PINILLA ALONSO
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/1931689/detalle,Ángel Bernardo Gutiérrez,RESEARCH,"El trabajo de Ángel Bernardo Gutiérrez se describe en la noticia como una investigación que aborda la hemofilia y sus implicaciones clínicas, lo que evidencia su actividad investigadora.","El trabajo demuestra que la hemofilia no puede explicarse únicamente por el déficit de coagulación e identifica alteraciones inflamatorias, inmunológicas y plaquetarias.",ANGEL BERNARDO GUTIERREZ
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/2456580/detalle,Francesco Dal Santo,RESEARCH,"La tesis de Francesco Dal Santo se menciona en el contexto de un análisis de redes en la esquizofrenia, lo que indica su contribución a la investigación en este campo.",El premio ha recaído en el doctor Francesco Dal Santo por la tesis Análisis de redes de las dimensiones psicopatológicas de la esquizofrenia.,FRANCESCO DAL SANTO
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/217884/detalle,Laura Gutiérrez Gutiérrez,RESEARCH,"Laura Gutiérrez Gutiérrez es mencionada como directora de una tesis que investiga la hemofilia, lo que indica su rol en la actividad investigadora.",dirigida por la doctora Laura Gutiérrez Gutiérrez.,LAURA GUTIERREZ GUTIERREZ
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/218988/detalle,Noelia Blanco Agudín,RESEARCH,"La investigación de Noelia Blanco Agudín se describe en la noticia, lo que evidencia su actividad investigadora en el campo de la oftalmología.","ha sido premiada la tesis de la doctora Noelia Blanco Agudín, titulada La comunicación intercelular mediada por vesículas extracelulares.",NOELIA BLANCO AGUDIN
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/217752/detalle,Fernando López Álvarez,RESEARCH,"Fernando López Álvarez es mencionado como director de una tesis que investiga biomarcadores en tumores, lo que indica su actividad investigadora.",dirigida por el profesor Fernando López Álvarez.,FERNANDO LOPEZ ALVAREZ
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/217775/detalle,Alfonso Joaquín López Muñiz,INSTITUTIONAL,"Alfonso López Muñiz es mencionado como vicerrector, actuando en un rol institucional durante el acto de entrega de premios.","En representación de la institución académica asistió Alfonso López Muñiz, vicerrector de Estudiantes y Empleabilidad.",ALFONSO JOAQUIN LOPEZ MUÑIZ
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/217884/detalle,María Paz García-Portilla González,UNCLEAR,No hay suficiente información en la noticia sobre la actividad investigadora de María Paz García-Portilla González.,No se proporciona información específica sobre su investigación.,LAURA GUTIERREZ GUTIERREZ
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/218034/detalle,Luis Manuel Quirós Fernández,UNCLEAR,"No se menciona su actividad investigadora en la noticia, solo su asociación con la tesis de Noelia Blanco Agudín.",No se proporciona información específica sobre su investigación.,LUIS MANUEL QUIROS FERNANDEZ
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/218241/detalle,Jesús Manuel Merayo Lloves,UNCLEAR,"No se menciona su actividad investigadora en la noticia, solo su asociación con la tesis de Noelia Blanco Agudín.",No se proporciona información específica sobre su investigación.,JESUS MANUEL MERAYO LLOVES
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,MIXED,"Ignacio Villaverde actúa como rector, representando institucionalmente a la Universidad de Oviedo, pero también se menciona su contribución a la cooperación universitaria y su trayectoria académica.","“El reto central ya no es justificar el valor de la cooperación, sino convertir esa cooperación en un modelo más maduro...”, ha señalado el rector de la Universidad de Oviedo, Ignacio Villaverde.",IGNACIO VILLAVERDE MENENDEZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/218110/detalle,INES PEÑUELAS SANCHEZ,UNCLEAR,No se proporciona información suficiente sobre su actividad investigadora o institucional en el contexto de la noticia.,,INES PEÑUELAS SANCHEZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/217928/detalle,JUAN MANUEL MARCHANTE GAYON,UNCLEAR,No se proporciona información suficiente sobre su actividad investigadora o institucional en el contexto de la noticia.,,JUAN MANUEL MARCHANTE GAYON
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/1010273/detalle,IRENE DIAZ MARTINEZ,UNCLEAR,No se proporciona información suficiente sobre su actividad investigadora o institucional en el contexto de la noticia.,,IRENE DIAZ MARTINEZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/218412/detalle,JESUS DANIEL SANTOS RODRIGUEZ,UNCLEAR,No se proporciona información suficiente sobre su actividad investigadora o institucional en el contexto de la noticia.,,JESUS DANIEL SANTOS RODRIGUEZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/219659/detalle,ANA SUAREZ SANCHEZ,UNCLEAR,No se proporciona información suficiente sobre su actividad investigadora o institucional en el contexto de la noticia.,,ANA SUAREZ SANCHEZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/218602/detalle,ANA SUAREZ VAZQUEZ,UNCLEAR,No se proporciona información suficiente sobre su actividad investigadora o institucional en el contexto de la noticia.,,ANA SUAREZ VAZQUEZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/218457/detalle,ANA SUAREZ ALVAREZ,UNCLEAR,No se proporciona información suficiente sobre su actividad investigadora o institucional en el contexto de la noticia.,,ANA SUAREZ ALVAREZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/217124/detalle,SUSANA IRENE DIAZ RODRIGUEZ,UNCLEAR,No se proporciona información suficiente sobre su actividad investigadora o institucional en el contexto de la noticia.,,SUSANA IRENE DIAZ RODRIGUEZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/218465/detalle,ANA MARIA SUAREZ DIAZ,UNCLEAR,No se proporciona información suficiente sobre su actividad investigadora o institucional en el contexto de la noticia.,,ANA MARIA SUAREZ DIAZ
52,La Universidad de Oviedo reconoce el compromiso de estudiantes y centros con la donación de sangre,https://portalinvestigacion.uniovi.es/investigadores/217775/detalle,ALFONSO JOAQUIN LOPEZ MUÑIZ,INSTITUTIONAL,"López Muñiz aparece como vicerrector y su intervención se centra en el reconocimiento de la generosidad del estudiantado, sin mencionar actividad investigadora.","Alfonso López Muñiz, vicerrector de Estudiantes y Empleabilidad, destaca la “extraordinaria generosidad” del estudiantado.",ALFONSO JOAQUIN LOPEZ MUÑIZ
52,La Universidad de Oviedo reconoce el compromiso de estudiantes y centros con la donación de sangre,https://portalinvestigacion.uniovi.es/investigadores/217271/detalle,BEATRIZ CABALLERO GARCIA,INSTITUTIONAL,"Caballero aparece como vicedecana y su participación es en el contexto de la entrega de diplomas, sin referencia a su actividad investigadora.","Beatriz Caballero, vicedecana de Estrategia Académica y Calidad de la Facultad de Biología, y Carmen Benavides, decana de la Facultad de Economía y Empresa, recogieron los diplomas a la solidaridad.",BEATRIZ CABALLERO GARCIA
53,"Villaverde defiende a las universidades públicas como garantes de la libertad, la democracia y la igualdad en su investidura como doctor honoris causa por la Universidad de Rouen Normandía",https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,Ignacio Villaverde,MIXED,"Ignacio Villaverde es mencionado como rector y se destaca su trayectoria académica y su contribución a la cooperación universitaria, así como su actividad como catedrático de Derecho Constitucional.","La Universidad de Rouen Normandía ha reconocido con esta distinción la trayectoria académica de Ignacio Villaverde como catedrático de Derecho Constitucional, así como su contribución al impulso de la cooperación universitaria europea.",IGNACIO VILLAVERDE MENENDEZ
56,La conexión entre la internacionalización y la cooperación universitaria al desarrollo centran la reunión del G-9 de Universidades celebrada en Pamplona,https://portalinvestigacion.uniovi.es/investigadores/216733/detalle,ESTEBAN AGULLO TOMAS,INSTITUTIONAL,"Esteban Agulló Tomás es mencionado como director de área de Cooperación, lo que indica su rol institucional en la reunión.","El encuentro ha contado con la participación de Esteban Agulló Tomás, director de área de Cooperación, Tercer Sector y Responsabilidad Social de la Universidad de Oviedo.",ESTEBAN AGULLO TOMAS
57,El equipo masculino de la Universidad de Oviedo asciende a División de Honor del atletismo nacional,https://portalinvestigacion.uniovi.es/investigadores/217548/detalle,ALEJANDRO GARCIA ALVAREZ,UNCLEAR,No se menciona su actividad investigadora ni su rol institucional en la noticia.,No hay evidencia suficiente.,ALEJANDRO GARCIA ALVAREZ
58,La Universidad de Oviedo identifica qué plantas alpinas tendrán más dificultades para regenerarse por el cambio climático,https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,Borja Jiménez-Alfaro,RESEARCH,"El estudio se enmarca en el proyecto SEEDALP, liderado por Borja Jiménez-Alfaro, lo que indica su participación activa en la investigación.","El trabajo se enmarca en el proyecto SEEDALP, liderado por el profesor de Botánica Borja Jiménez-Alfaro.",Borja Jiménez-Alfaro
59,"Jazz Europa convertirá la Universidad de Oviedo en un espacio de creación, intercambio y conexión europea a través de la música",https://portalinvestigacion.uniovi.es/investigadores/220058/detalle,IVAN IGLESIAS IGLESIAS,RESEARCH,Aparece como parte de un grupo de investigación en música contemporánea y se menciona en el contexto de las jornadas sobre jazz.,"...la participación de profesionales y especialistas como Iván Iglesias, de la Universidad de Valladolid...",IVAN IGLESIAS IGLESIAS
61,El equipo de fútbol sala del PTGAS de la Universidad de Oviedo logra un quinto puesto en el campeonato nacional de Almería,https://portalinvestigacion.uniovi.es/investigadores/216929/detalle,DAVID ALVAREZ FERNANDEZ,UNCLEAR,No se menciona ninguna actividad investigadora o institucional relacionada con David Álvarez Fernández en la noticia.,,DAVID ALVAREZ FERNANDEZ
61,El equipo de fútbol sala del PTGAS de la Universidad de Oviedo logra un quinto puesto en el campeonato nacional de Almería,https://portalinvestigacion.uniovi.es/investigadores/216932/detalle,MARIA ALVAREZ FERNANDEZ,UNCLEAR,No se menciona ninguna actividad investigadora o institucional relacionada con María Álvarez Fernández en la noticia.,,MARIA ALVAREZ FERNANDEZ
61,El equipo de fútbol sala del PTGAS de la Universidad de Oviedo logra un quinto puesto en el campeonato nacional de Almería,https://portalinvestigacion.uniovi.es/investigadores/216935/detalle,MONICA ALVAREZ FERNANDEZ,UNCLEAR,No se menciona ninguna actividad investigadora o institucional relacionada con Mónica Álvarez Fernández en la noticia.,,MONICA ALVAREZ FERNANDEZ
61,El equipo de fútbol sala del PTGAS de la Universidad de Oviedo logra un quinto puesto en el campeonato nacional de Almería,https://portalinvestigacion.uniovi.es/investigadores/2353797/detalle,ENOL ALVAREZ FERNANDEZ,UNCLEAR,No se menciona ninguna actividad investigadora o institucional relacionada con Enol Álvarez Fernández en la noticia.,,ENOL ALVAREZ FERNANDEZ
61,El equipo de fútbol sala del PTGAS de la Universidad de Oviedo logra un quinto puesto en el campeonato nacional de Almería,https://portalinvestigacion.uniovi.es/investigadores/216934/detalle,MARTINA INMACULADA ALVAREZ FERNANDEZ,UNCLEAR,No se menciona ninguna actividad investigadora o institucional relacionada con Martina Inmaculada Álvarez Fernández en la noticia.,,MARTINA INMACULADA ALVAREZ FERNANDEZ
62,La Universidad de Oviedo otorga el doctorado ‘Honoris Causa’ a Víctor Manuel para reconocer su trayectoria y su canto a la memoria de Asturias,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,INSTITUTIONAL,Ignacio Villaverde aparece como rector y representante institucional durante la ceremonia de investidura.,"El rector, Ignacio Villaverde, ha sido el encargado de entregarle los atributos que simbolizan su incorporación al claustro de doctores y doctoras.",IGNACIO VILLAVERDE MENENDEZ
62,La Universidad de Oviedo otorga el doctorado ‘Honoris Causa’ a Víctor Manuel para reconocer su trayectoria y su canto a la memoria de Asturias,https://portalinvestigacion.uniovi.es/investigadores/218042/detalle,JULIO RAUL OGAS JOFRE,MIXED,"Julio Ogas actúa como padrino en la ceremonia, destacando la trayectoria de Víctor Manuel, lo que implica una función institucional, pero también menciona su labor investigadora en musicología.","El director del departamento de Historia del Arte y Musicología, Julio Ogas Jofre, al interior del Paraninfo para proceder a la investidura.",JULIO RAUL OGAS JOFRE
62,La Universidad de Oviedo otorga el doctorado ‘Honoris Causa’ a Víctor Manuel para reconocer su trayectoria y su canto a la memoria de Asturias,https://portalinvestigacion.uniovi.es/investigadores/217981/detalle,VICENTE GOTOR FERNANDEZ,INSTITUTIONAL,"Vicente Gotor es mencionado como parte del equipo de gobierno de la institución académica, sin evidencia de actividad investigadora en la noticia.","el rector Vicente Gotor; la defensora Universitaria, Isabel Viña; la directora general de Universidad del Principado de Asturias, Cristina González Morán; el alcalde de Mieres, Manuel Ángel Álvarez.",VICENTE GOTOR FERNANDEZ
62,La Universidad de Oviedo otorga el doctorado ‘Honoris Causa’ a Víctor Manuel para reconocer su trayectoria y su canto a la memoria de Asturias,https://portalinvestigacion.uniovi.es/investigadores/218643/detalle,CELESTINO RODRIGUEZ PEREZ,INSTITUTIONAL,Celestino Rodríguez es mencionado como decano y su papel es principalmente institucional en la ceremonia.,"Precisamente su decano, Celestino Rodríguez, ha conducido después al todavía doctorando y a su padrino.",CELESTINO RODRIGUEZ PEREZ
62,La Universidad de Oviedo otorga el doctorado ‘Honoris Causa’ a Víctor Manuel para reconocer su trayectoria y su canto a la memoria de Asturias,https://portalinvestigacion.uniovi.es/investigadores/218367/detalle,EDUARDO SAN JOSE VAZQUEZ,UNCLEAR,"No se menciona a Eduardo San José en el contexto de la noticia, por lo que no hay evidencia suficiente para clasificar su rol.",,EDUARDO SAN JOSE VAZQUEZ
62,La Universidad de Oviedo otorga el doctorado ‘Honoris Causa’ a Víctor Manuel para reconocer su trayectoria y su canto a la memoria de Asturias,https://portalinvestigacion.uniovi.es/investigadores/217359/detalle,CRISTINA GONZALEZ GAGO,UNCLEAR,Cristina González no es mencionada en el contexto de la actividad investigadora o institucional en la noticia.,,CRISTINA GONZALEZ GAGO
62,La Universidad de Oviedo otorga el doctorado ‘Honoris Causa’ a Víctor Manuel para reconocer su trayectoria y su canto a la memoria de Asturias,https://portalinvestigacion.uniovi.es/investigadores/217169/detalle,ANGEL ESPINIELLA MENENDEZ,INSTITUTIONAL,"Ángel Espiniella es mencionado como secretario general, lo que indica un rol institucional.","El secretario general, Ángel Espiniella, ha abierto la sesión dando lectura al acuerdo del Consejo de Gobierno.",ANGEL ESPINIELLA MENENDEZ
