news_id,titulo,investigador_id,verbo_superficie,relacion,topico_o_concepto,evidencia,confianza_llm,nombre_investigador
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/218988/detalle,investigar,INVESTIGA_SOBRE,comunicación intercelular mediada por vesículas extracelulares,"ha sido premiada la tesis de la doctora Noelia Blanco Agudín, titulada La comunicación intercelular mediada por vesículas extracelulares.",0.9,NOELIA BLANCO AGUDIN
49,Las mejores tesis en salud de la Universidad de Oviedo reciben los Premios RAMPRA 2026,https://portalinvestigacion.uniovi.es/investigadores/217752/detalle,liderar,LIDERA,biomarcadores en tumores,dirigida por el profesor Fernando López Álvarez.,0.8,FERNANDO LOPEZ ALVAREZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,liderar,LIDERA,cooperación universitaria europea,5 de los cuales están liderados por la universidad de Oviedo,0.9,IGNACIO VILLAVERDE MENENDEZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,impulsar,LIDERA,cooperación universitaria europea,su contribución al impulso de la cooperación universitaria europea a través de INGENIUM,0.9,IGNACIO VILLAVERDE MENENDEZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,participar,COLABORA_EN,alianza INGENIUM,"La Universidad de Oviedo, coordinadora de INGENIUM, ha participado en esta agenda",0.9,IGNACIO VILLAVERDE MENENDEZ
51,"INGENIUM avanza en Ruan hacia una nueva etapa de cooperación universitaria europea más estable, sostenible y estructurada",https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,reforzar,COLABORA_EN,colaboración académica,"orientadas a reforzar la colaboración académica, científica e institucional entre ambas instituciones",0.9,IGNACIO VILLAVERDE MENENDEZ
53,"Villaverde defiende a las universidades públicas como garantes de la libertad, la democracia y la igualdad en su investidura como doctor honoris causa por la Universidad de Rouen Normandía",https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,impulsar,LIDERA,cooperación universitaria europea,su contribución al impulso de la cooperación universitaria europea a través de la alianza INGENIUM,0.9,IGNACIO VILLAVERDE MENENDEZ
53,"Villaverde defiende a las universidades públicas como garantes de la libertad, la democracia y la igualdad en su investidura como doctor honoris causa por la Universidad de Rouen Normandía",https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,investigar,INVESTIGA_SOBRE,Derecho Constitucional,su trayectoria académica de Ignacio Villaverde como catedrático de Derecho Constitucional,0.85,IGNACIO VILLAVERDE MENENDEZ
58,La Universidad de Oviedo identifica qué plantas alpinas tendrán más dificultades para regenerarse por el cambio climático,https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,liderar,LIDERA,proyecto SEEDALP,"El trabajo se enmarca en el proyecto SEEDALP, liderado por el profesor de Botánica Borja Jiménez-Alfaro.",0.9,Borja Jiménez-Alfaro
59,"Jazz Europa convertirá la Universidad de Oviedo en un espacio de creación, intercambio y conexión europea a través de la música",https://portalinvestigacion.uniovi.es/investigadores/220058/detalle,participar,COLABORA_EN,Oviedo Jazz Europa,"...la participación de profesionales y especialistas como Iván Iglesias, de la Universidad de Valladolid...",0.9,IVAN IGLESIAS IGLESIAS
62,La Universidad de Oviedo otorga el doctorado ‘Honoris Causa’ a Víctor Manuel para reconocer su trayectoria y su canto a la memoria de Asturias,https://portalinvestigacion.uniovi.es/investigadores/218042/detalle,desarrollar,DESARROLLA,patrimonio inmaterial,se reconoce su aportación al patrimonio inmaterial,0.9,JULIO RAUL OGAS JOFRE
62,La Universidad de Oviedo otorga el doctorado ‘Honoris Causa’ a Víctor Manuel para reconocer su trayectoria y su canto a la memoria de Asturias,https://portalinvestigacion.uniovi.es/investigadores/218042/detalle,investigar,INVESTIGA_SOBRE,música popular urbana,se enmarca en la tradición de la Universidad de Oviedo como institución pionera en los estudios musicológicos y en la investigación sobre música popular urbana,0.85,JULIO RAUL OGAS JOFRE
62,La Universidad de Oviedo otorga el doctorado ‘Honoris Causa’ a Víctor Manuel para reconocer su trayectoria y su canto a la memoria de Asturias,https://portalinvestigacion.uniovi.es/investigadores/218042/detalle,participar,COLABORA_EN,canciones de Asturias,ha sabido interpretar e interpelar a la sociedad en diferentes circunstancias de la historia reciente,0.8,JULIO RAUL OGAS JOFRE
64,"La Universidad de Oviedo convertirá sus campus universitarios en entornos más biodiversos, saludables y sostenibles",https://portalinvestigacion.uniovi.es/investigadores/217772/detalle,impulsar,LIDERA,Comisión de Patrimonio Vegetal y Espacios Verdes,La Facultad de Biología impulsa la Comisión de Patrimonio Vegetal y Espacios Verdes,0.9,BELEN LOPEZ MARTINEZ
65,Mares Circulares entrega a la Universidad de Oviedo un banco fabricado con plástico recogido del mar en reconocimiento a su compromiso medioambiental,https://portalinvestigacion.uniovi.es/investigadores/218110/detalle,participar,COLABORA_EN,Mares Circulares,"La Universidad ha participado en Mares Circulares acogiendo las 1ª jornadas científico-técnicas centradas en la divulgación, la investigación y la concienciación ambiental...",0.9,INES PEÑUELAS SANCHEZ
65,Mares Circulares entrega a la Universidad de Oviedo un banco fabricado con plástico recogido del mar en reconocimiento a su compromiso medioambiental,https://portalinvestigacion.uniovi.es/investigadores/218110/detalle,investigar,INVESTIGA_SOBRE,sostenibilidad,"la sostenibilidad constituye un eje estratégico para nuestra institución y forma parte de nuestro compromiso con la formación, la investigación, la transferencia de conocimiento...",0.85,INES PEÑUELAS SANCHEZ
68,La Facultad de Formación del Profesorado y Educación de la Universidad de Oviedo reconoce a los mejores proyectos de innovación docente de Asturias,https://portalinvestigacion.uniovi.es/investigadores/217046/detalle,ofrecer,DESARROLLA,repertorio para el aula accesible a los docentes de música,Proyecto de Aprendizaje Servicio para la creación de un repertorio para el aula accesible a los docentes de música.,0.9,CARLOS FERNANDEZ GARCIA
68,La Facultad de Formación del Profesorado y Educación de la Universidad de Oviedo reconoce a los mejores proyectos de innovación docente de Asturias,https://portalinvestigacion.uniovi.es/investigadores/219110/detalle,liderar,LIDERA,integración transdisciplinaria y multinivel de la innovación educativa,Comunidad Canguro: una red docente para la integración transdisciplinaria y multinivel de la innovación educativa.,0.9,MARIA TERESA FERNANDEZ FERNANDEZ-ARGUELLES
68,La Facultad de Formación del Profesorado y Educación de la Universidad de Oviedo reconoce a los mejores proyectos de innovación docente de Asturias,https://portalinvestigacion.uniovi.es/investigadores/219313/detalle,desarrollar,DESARROLLA,matemáticas inclusivas y creación de materiales manipulativos,Matemáticas inclusivas: búsqueda y creación de materiales manipulativos adaptados para potenciar el aprendizaje de las matemáticas en alumnado con Necesidades Educativas Especiales.,0.9,MARLEN ALONSO CASTAÑO
69,La Universidad de Oviedo analiza los rasgos psicológicos y de personalidad en deportistas de ultrarresistencia,https://portalinvestigacion.uniovi.es/investigadores/218048/detalle,investigar,INVESTIGA_SOBRE,rasgos psicológicos de los atletas de ultrarresistencia,"Hugo Olmedillas, investigador responsable, explica que 'uno de los resultados que más nos ha hecho reflexionar es que las mismas características que permiten a estos deportistas no rendirse ante el agotamiento pueden, en algunos casos, cruzar una línea'.",0.9,HUGO OLMEDILLAS FERNANDEZ
69,La Universidad de Oviedo analiza los rasgos psicológicos y de personalidad en deportistas de ultrarresistencia,https://portalinvestigacion.uniovi.es/investigadores/218344/detalle,investigar,INVESTIGA_SOBRE,rasgos psicológicos de los atletas de ultrarresistencia,"Miguel Ángel Rodríguez, investigador principal, destaca que 'de todos los rasgos estudiados, la responsabilidad es el que aparece de forma más consistente en estos deportistas'.",0.9,MIGUEL ANGEL RODRIGUEZ DIAZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/216944/detalle,liderar,LIDERA,alianza INGENIUM,"INGENIUM reúne a diez instituciones de educación superior de diez Estados miembros que, lideradas por la Universidad de Oviedo, prestan servicio de una comunidad de 172.000 estudiantes.",0.9,ANA ISABEL ALVAREZ GONZALEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/216944/detalle,desarrollar,DESARROLLA,fundamentos de la alianza INGENIUM,"Su periodo al frente del consorcio supuso la construcción de los fundamentos de la alianza, de sus primeras estructuras de gobernanza.",0.85,ANA ISABEL ALVAREZ GONZALEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/216945/detalle,reforzar,COLABORA_EN,alianza INGENIUM,"Durante ese tiempo, fue el responsable de que la alianza enraizara en la propia universidad coordinadora.",0.85,LUIS IGNACIO ALVAREZ GONZALEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/1010273/detalle,impulsar,LIDERA,actividad investigadora,"la convocatoria contempla una financiación total de 225.000 euros, distribuida en dos anualidades.",0.8,IRENE DIAZ MARTINEZ
75,La Universidad de Oviedo y HUNOSA refuerzan su colaboración para impulsar la investigación y la formación en procesamiento de minerales,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,reforzar,COLABORA_EN,colaboración en procesamiento de minerales,"La Universidad de Oviedo y HUNOSA han reforzado hoy su colaboración en el ámbito de las materias primas, el procesamiento de minerales y la valorización de recursos...",0.9,IGNACIO VILLAVERDE MENENDEZ
75,La Universidad de Oviedo y HUNOSA refuerzan su colaboración para impulsar la investigación y la formación en procesamiento de minerales,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,impulsar,LIDERA,investigación y formación en procesamiento de minerales,Este acuerdo permitirá seguir generando conocimiento y oportunidades en un ámbito de gran relevancia para Asturias.,0.85,IGNACIO VILLAVERDE MENENDEZ
75,La Universidad de Oviedo y HUNOSA refuerzan su colaboración para impulsar la investigación y la formación en procesamiento de minerales,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,desarrollar,DESARROLLA,proyectos docentes y científicos en procesamiento de minerales,...el personal docente e investigador de la Universidad de Oviedo... puedan seguir utilizando estos equipos con fines docentes y científicos.,0.8,IGNACIO VILLAVERDE MENENDEZ
76,La Universidad de Oviedo y Universal Plastic firman un convenio para impulsar la innovación tecnológica aplicada a los océanos,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,impulsar,LIDERA,"proyectos de investigación, innovación y formación aplicadas a los océanos","La Universidad de Oviedo ha suscrito un convenio con la empresa Universal Plastic para impulsar proyectos de investigación, innovación y formación aplicadas a los océanos.",0.9,IGNACIO VILLAVERDE MENENDEZ
76,La Universidad de Oviedo y Universal Plastic firman un convenio para impulsar la innovación tecnológica aplicada a los océanos,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,reforzar,COLABORA_EN,"la transferencia de conocimiento, la innovación y la colaboración con empresas","este convenio 'refuerza el compromiso de la Universidad de Oviedo con la transferencia de conocimiento, la innovación y la colaboración con empresas'.",0.85,IGNACIO VILLAVERDE MENENDEZ
79,Una investigación de la Universidad de Oviedo analiza el potencial de la música para reducir el estrés en pacientes críticos,https://portalinvestigacion.uniovi.es/investigadores/217019/detalle,liderar,LIDERA,uso de la música para reducir el estrés en pacientes críticos,"La investigación, liderada por investigadoras del área de Enfermería de la universidad asturiana, ha sido publicada en la revista ‘Nursing in Critical Care’",0.9,MARIA DEL MAR FERNANDEZ ALVAREZ
79,Una investigación de la Universidad de Oviedo analiza el potencial de la música para reducir el estrés en pacientes críticos,https://portalinvestigacion.uniovi.es/investigadores/217867/detalle,participar,COLABORA_EN,uso de la música para reducir el estrés en pacientes críticos,"El estudio, publicado recientemente en la revista Nursing in Critical Care, ha sido realizado por investigadoras del área de Enfermería",0.85,MARIA DEL PILAR MOSTEIRO DIAZ
79,Una investigación de la Universidad de Oviedo analiza el potencial de la música para reducir el estrés en pacientes críticos,https://portalinvestigacion.uniovi.es/investigadores/217017/detalle,participar,COLABORA_EN,uso de la música para reducir el estrés en pacientes críticos,"“Nuestro trabajo evidencia que existe interés y potencial en esta línea de investigación, pero también la necesidad de diseñar estudios más sólidos que permitan avanzar hacia recomendaciones clínicas fundamentadas”",0.85,JOSE PAULINO FERNANDEZ ALVAREZ
82,Un total de 5.157 estudiantes se examinan de la PAU en Asturias la próxima semana,https://portalinvestigacion.uniovi.es/investigadores/217775/detalle,reforzar,COLABORA_EN,sistemas de detección de frecuencias en las pruebas de la PAU,este año se incorporan sistemas de detección de frecuencias en las pruebas de la PAU como una medida orientada a reforzar las garantías de equidad y transparencia del proceso.,0.9,ALFONSO JOAQUIN LOPEZ MUÑIZ
84,La Universidad de Oviedo lidera un proyecto nacional para evaluar el impacto de contaminantes emergentes en los ecosistemas marinos,https://portalinvestigacion.uniovi.es/investigadores/216842/detalle,liderar,LIDERA,proyecto BIOACUMAR,"""Los genetistas Yaisel J. Borrell y Laura Miralles, que lideran el proyecto BIOACUMAR...""",0.9,YAISEL JUAN BORRELL PICHS
84,La Universidad de Oviedo lidera un proyecto nacional para evaluar el impacto de contaminantes emergentes en los ecosistemas marinos,https://portalinvestigacion.uniovi.es/investigadores/219703/detalle,liderar,LIDERA,proyecto BIOACUMAR,"""Los genetistas Yaisel J. Borrell y Laura Miralles, que lideran el proyecto BIOACUMAR...""",0.9,LAURA MIRALLES LOPEZ
85,La Universidad de Oviedo lanza una campaña divulgativa en vídeo sobre el eclipse total de Sol con investigadores del ICTEA,https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,reforzar,COLABORA_EN,divulgación científica sobre el eclipse total de Sol,La Universidad de Oviedo refuerza las acciones de divulgación científica en torno al eclipse total de Sol previsto para agosto de 2026.,0.9,NOEMI PINILLA ALONSO
85,La Universidad de Oviedo lanza una campaña divulgativa en vídeo sobre el eclipse total de Sol con investigadores del ICTEA,https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,investigar,INVESTIGA_SOBRE,fenómenos astronómicos,"Queremos que la sociedad pueda vivirlo con emoción, pero también con conocimiento y seguridad.",0.85,NOEMI PINILLA ALONSO
86,La Universidad de Oviedo y Gonvarri Metal Structures R&D crean una cátedra conjunta para impulsar la innovación y la transformación industrial en Asturias,https://portalinvestigacion.uniovi.es/investigadores/219653/detalle,desarrollar,DESARROLLA,proyectos de investigación aplicada,los primeros pasos de la colaboración se centrarán en la puesta en marcha de actividades de investigación y formación vinculadas a tecnologías aplicadas al ámbito industrial,0.9,RUBEN USAMENTIAGA FERNANDEZ
86,La Universidad de Oviedo y Gonvarri Metal Structures R&D crean una cátedra conjunta para impulsar la innovación y la transformación industrial en Asturias,https://portalinvestigacion.uniovi.es/investigadores/219653/detalle,formar,COLABORA_EN,actividades de formación,los primeros pasos de la colaboración se centrarán en la puesta en marcha de actividades de investigación y formación vinculadas a tecnologías aplicadas al ámbito industrial,0.9,RUBEN USAMENTIAGA FERNANDEZ
87,"La Universidad de Oviedo inviste como doctora ‘Honoris Causa’ a la científica francesa Emmanuelle Charpentier, Premio Nobel de Química en 2020",https://portalinvestigacion.uniovi.es/investigadores/217882/detalle,desarrollar,DESARROLLA,CRISPR-Cas9,"la científica ha obtenido la máxima distinción académica por el desarrollo de una herramienta de edición genética, CRISPR-Cas9",0.9,ANA YOLANDA GUTIERREZ FERNANDEZ
87,"La Universidad de Oviedo inviste como doctora ‘Honoris Causa’ a la científica francesa Emmanuelle Charpentier, Premio Nobel de Química en 2020",https://portalinvestigacion.uniovi.es/investigadores/217882/detalle,investigar,INVESTIGA_SOBRE,cáncer,"sus investigaciones permiten 'aproximarnos de otro modo al cáncer, a las enfermedades raras, a las patologías genéticas'",0.85,ANA YOLANDA GUTIERREZ FERNANDEZ
87,"La Universidad de Oviedo inviste como doctora ‘Honoris Causa’ a la científica francesa Emmanuelle Charpentier, Premio Nobel de Química en 2020",https://portalinvestigacion.uniovi.es/investigadores/217882/detalle,investigar,INVESTIGA_SOBRE,biotecnología,sus investigaciones permiten 'aproximarnos de otro modo a la biotecnología',0.85,ANA YOLANDA GUTIERREZ FERNANDEZ
87,"La Universidad de Oviedo inviste como doctora ‘Honoris Causa’ a la científica francesa Emmanuelle Charpentier, Premio Nobel de Química en 2020",https://portalinvestigacion.uniovi.es/investigadores/217882/detalle,investigar,INVESTIGA_SOBRE,salud,sus investigaciones permiten 'aproximarnos de otro modo a la salud',0.85,ANA YOLANDA GUTIERREZ FERNANDEZ
87,"La Universidad de Oviedo inviste como doctora ‘Honoris Causa’ a la científica francesa Emmanuelle Charpentier, Premio Nobel de Química en 2020",https://portalinvestigacion.uniovi.es/investigadores/217882/detalle,investigar,INVESTIGA_SOBRE,vida,sus investigaciones permiten 'aproximarnos de otro modo a la vida',0.85,ANA YOLANDA GUTIERREZ FERNANDEZ
89,Estudiantes de ocho centros escolares participan en la primera Olimpiada de Promoción de la Salud de Asturias,https://portalinvestigacion.uniovi.es/investigadores/217949/detalle,impulsar,LIDERA,Olimpiada de Promoción de la Salud,"La iniciativa, impulsada por la Cátedra de Salud Comunitaria y Promoción de la Salud (ProSa) de la Universidad de Oviedo, tiene como finalizar fomentar la alfabetización en salud y el desarrollo de conductas saludables en la población escolar asturiana.",0.9,RUBEN MARTIN PAYO
92,"El bono social eléctrico reduce la pobreza energética, pero no llega a los hogares más vulnerables",https://portalinvestigacion.uniovi.es/investigadores/219985/detalle,investigar,INVESTIGA_SOBRE,impacto del bono social eléctrico en la pobreza energética,"""Nuestro trabajo sugiere que algunos hogares vulnerables podrían enfrentarse a limitaciones estructurales que dificultan que la ayuda se traduzca en mejoras significativas de su situación energética"".",0.9,MANUEL LLORCA RIEGO
92,"El bono social eléctrico reduce la pobreza energética, pero no llega a los hogares más vulnerables",https://portalinvestigacion.uniovi.es/investigadores/218334/detalle,investigar,INVESTIGA_SOBRE,acceso al bono social eléctrico,"""Este resultado podría estar relacionado con la falta de información, así como con la complejidad de los trámites necesarios para solicitarla, lo que dificulta su acceso a quienes más la requieren"".",0.9,ANA MARIA RODRIGUEZ ALVAREZ
94,"Una investigación de la Universidad de Oviedo revela que las semillas no germinan cuando pueden, sino cuando les conviene",https://portalinvestigacion.uniovi.es/investigadores/2370717/detalle,liderar,LIDERA,investigación sobre la germinación de semillas,Esta es la principal conclusión de una investigación liderada por la Universidad de Oviedo.,0.9,EDUARDO FERNANDEZ ALONSO
94,"Una investigación de la Universidad de Oviedo revela que las semillas no germinan cuando pueden, sino cuando les conviene",https://portalinvestigacion.uniovi.es/investigadores/2370717/detalle,investigar,INVESTIGA_SOBRE,estrategias de germinación de semillas,El estudio demuestra que las plantas ajustan el momento de germinación de sus semillas en función del entorno.,0.9,EDUARDO FERNANDEZ ALONSO
94,"Una investigación de la Universidad de Oviedo revela que las semillas no germinan cuando pueden, sino cuando les conviene",https://portalinvestigacion.uniovi.es/investigadores/2370717/detalle,participar,COLABORA_EN,carta abierta sobre regeneración vegetal,"Recientemente, Fernández Pascual ha participado en una carta abierta en la que se alerta de que los procesos de regeneración de las plantas...",0.85,EDUARDO FERNANDEZ ALONSO
98,La Universidad de Oviedo lanza la primera formación oficial de la alianza INGENIUM,https://portalinvestigacion.uniovi.es/investigadores/217449/detalle,liderar,LIDERA,programa de formación de la alianza INGENIUM,"La coordinación del programa la ejerce Jorge García, catedrático y director del Área de Transferencia del Conocimiento de la Universidad de Oviedo.",0.9,JORGE GARCIA RODRIGUEZ
100,La Universidad de Oviedo reúne diez miradas científicas sobre el eclipse solar en una exposición divulgativa abierta a toda Asturias,https://portalinvestigacion.uniovi.es/investigadores/1301842/detalle,aportar,COLABORA_EN,exposición sobre el eclipse solar,...participan especialistas como Sandra Villar Conde... quienes aportan su conocimiento desde sus respectivas áreas de conocimiento.,0.9,SANDRA VILLAR CONDE
100,La Universidad de Oviedo reúne diez miradas científicas sobre el eclipse solar en una exposición divulgativa abierta a toda Asturias,https://portalinvestigacion.uniovi.es/investigadores/217124/detalle,aportar,COLABORA_EN,exposición sobre el eclipse solar,...participan especialistas como Elena Díaz Rodríguez... quienes aportan su conocimiento desde sus respectivas áreas de conocimiento.,0.9,SUSANA IRENE DIAZ RODRIGUEZ
100,La Universidad de Oviedo reúne diez miradas científicas sobre el eclipse solar en una exposición divulgativa abierta a toda Asturias,https://portalinvestigacion.uniovi.es/investigadores/217320/detalle,aportar,COLABORA_EN,exposición sobre el eclipse solar,...participan especialistas como Miguel Calleja Puerta... quienes aportan su conocimiento desde sus respectivas áreas de conocimiento.,0.9,MIGUEL CALLEJA PUERTA
100,La Universidad de Oviedo reúne diez miradas científicas sobre el eclipse solar en una exposición divulgativa abierta a toda Asturias,https://portalinvestigacion.uniovi.es/investigadores/217129/detalle,aportar,COLABORA_EN,exposición sobre el eclipse solar,...participan especialistas como David Álvarez Fernández... quienes aportan su conocimiento desde sus respectivas áreas de conocimiento.,0.9,JOSE LUIS DIAZ DE ARRIBA
100,La Universidad de Oviedo reúne diez miradas científicas sobre el eclipse solar en una exposición divulgativa abierta a toda Asturias,https://portalinvestigacion.uniovi.es/investigadores/218506/detalle,aportar,COLABORA_EN,exposición sobre el eclipse solar,...participan especialistas como Javier Verdejo Manchado... quienes aportan su conocimiento desde sus respectivas áreas de conocimiento.,0.9,JAVIER VERDEJO MANCHADO
101,"Nace Quantum Asturias, la alianza que consolida el posicionamiento de Asturias como referente en el ecosistema de tecnologías cuánticas",https://portalinvestigacion.uniovi.es/investigadores/219634/detalle,participar,COLABORA_EN,Quantum Asturias,"José Ranilla, responsable de Quantum and High Performance Computing de la Universidad de Oviedo, subraya el papel que tendrá en la promoción de una colaboración abierta entre la comunidad investigadora y las empresas.",0.9,JOSE RANILLA PASTOR
101,"Nace Quantum Asturias, la alianza que consolida el posicionamiento de Asturias como referente en el ecosistema de tecnologías cuánticas",https://portalinvestigacion.uniovi.es/investigadores/219634/detalle,investigar,INVESTIGA_SOBRE,tecnologías cuánticas,Quantum Asturias nace también con vocación hacia la educación y la investigación en tecnologías cuánticas.,0.85,JOSE RANILLA PASTOR
107,La Universidad de Oviedo asiste a la entrega de los restos exhumados e identificados de la fosa común de La Caridad,https://portalinvestigacion.uniovi.es/investigadores/217883/detalle,liderar,LIDERA,investigación histórica y científica en la exhumación,...el grupo Arqueos ha realizado el trabajo de campo y liderado la investigación histórica y científica...,0.9,JOSE AVELINO GUTIERREZ GONZALEZ
108,La Universidad de Oviedo recibe la distinción de la Red Nacional de Unidades de Cultura Científica y de la Innovación por el proyecto divulgativo ‘Los ‘por qué’ de los niños’,https://portalinvestigacion.uniovi.es/investigadores/218262/detalle,participar,COLABORA_EN,libro de divulgación científica,Para la redacción de las respuestas se cuenta con la colaboración de Jose Montejo.,0.9,JOSE MANUEL MONTEJO BERNARDO
108,La Universidad de Oviedo recibe la distinción de la Red Nacional de Unidades de Cultura Científica y de la Innovación por el proyecto divulgativo ‘Los ‘por qué’ de los niños’,https://portalinvestigacion.uniovi.es/investigadores/217058/detalle,participar,COLABORA_EN,libro de divulgación científica,Para la redacción de las respuestas se cuenta con la colaboración de Alfonso Fernández.,0.9,ALFONSO FERNANDEZ GONZALEZ
108,La Universidad de Oviedo recibe la distinción de la Red Nacional de Unidades de Cultura Científica y de la Innovación por el proyecto divulgativo ‘Los ‘por qué’ de los niños’,https://portalinvestigacion.uniovi.es/investigadores/217998/detalle,participar,COLABORA_EN,libro de divulgación científica,Para la redacción de las respuestas se cuenta con la colaboración de Covadonga Huidobro.,0.9,COVADONGA HUIDOBRO FERNANDEZ
113,Una egresada de la Universidad de Oviedo accede a la lista de los 111 jóvenes talentos de España,https://portalinvestigacion.uniovi.es/investigadores/2500137/detalle,desarrollar,DESARROLLA,investigación en inteligencia artificial,su intención es continuar desarrollando su trayectoria en el ámbito de la investigación en inteligencia artificial,0.9,MARINA DADER SUAREZ
113,Una egresada de la Universidad de Oviedo accede a la lista de los 111 jóvenes talentos de España,https://portalinvestigacion.uniovi.es/investigadores/2500137/detalle,reforzar,COLABORA_EN,colaboración entre el ámbito académico y el tejido empresarial,subraya la relevancia de reforzar la colaboración entre el ámbito académico y el tejido empresarial,0.85,MARINA DADER SUAREZ
114,La spin-off de la Universidad de Oviedo Plexigrid inaugura el Centro de Control del Futuro que emplea la inteligencia artificial para la gestión del sistema eléctrico,https://portalinvestigacion.uniovi.es/investigadores/218110/detalle,investigar,INVESTIGA_SOBRE,inteligencia artificial aplicada al sector eléctrico,"Es un laboratorio vivo donde ensayamos las tecnologías que harán posible operar redes más renovables, más electrificadas y con mayor presencia de recursos distribuidos.",0.9,INES PEÑUELAS SANCHEZ
114,La spin-off de la Universidad de Oviedo Plexigrid inaugura el Centro de Control del Futuro que emplea la inteligencia artificial para la gestión del sistema eléctrico,https://portalinvestigacion.uniovi.es/investigadores/218110/detalle,desarrollar,DESARROLLA,tecnologías para la gestión de redes eléctricas,Todo lo que probamos aquí termina llegando a las redes reales de nuestros clientes.,0.85,INES PEÑUELAS SANCHEZ
117,La Universidad de Oviedo identifica 99 tipos de hábitats en la región ibero-atlántica,https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,liderar,LIDERA,identificación de 99 tipos de hábitats,Un estudio liderado por la Universidad de Oviedo ha permitido identificar hasta 99 tipos de hábitats diferentes en la región ibero-atlántica.,0.9,Borja Jiménez-Alfaro
117,La Universidad de Oviedo identifica 99 tipos de hábitats en la región ibero-atlántica,https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,desarrollar,DESARROLLA,nuevo enfoque para la conservación de ecosistemas,"El Laboratorio de Vegetación y Biodiversidad, coordinado por Borja Jiménez-Alfaro en la Universidad de Oviedo... ha desarrollado un nuevo enfoque para hacer frente a la conservación de los ecosistemas terrestres.",0.9,Borja Jiménez-Alfaro
118,La Universidad de Oviedo y el Principado crean la Cátedra de Políticas Públicas para impulsar su análisis y evaluación en Asturias,https://portalinvestigacion.uniovi.es/investigadores/217093/detalle,impulsar,LIDERA,Cátedra de Políticas Públicas,"Esta iniciativa conjunta tiene como objetivo impulsar la investigación, la formación y la divulgación en este ámbito",0.9,FRANCISCO JOSE DELGADO RIVERO
118,La Universidad de Oviedo y el Principado crean la Cátedra de Políticas Públicas para impulsar su análisis y evaluación en Asturias,https://portalinvestigacion.uniovi.es/investigadores/217093/detalle,desarrollar,DESARROLLA,actividades de la Cátedra de Políticas Públicas,la cátedra desarrollará en los próximos meses actividades tales como una jornada sobre la reforma del sistema de financiación autonómica,0.85,FRANCISCO JOSE DELGADO RIVERO
119,Europa exporta los coches usados más contaminantes hacia países con regulaciones ambientales más laxas,https://portalinvestigacion.uniovi.es/investigadores/217079/detalle,investigar,INVESTIGA_SOBRE,exportaciones de coches usados contaminantes,el desplazamiento de vehículos de combustión hacía países en desarrollo... puede convertirse en una amenaza en un contexto de crisis climática mundial,0.9,MARIA BEGOÑA CUETO IGLESIAS
119,Europa exporta los coches usados más contaminantes hacia países con regulaciones ambientales más laxas,https://portalinvestigacion.uniovi.es/investigadores/217079/detalle,liderar,LIDERA,investigación sobre políticas ambientales,una investigación liderada por Ignacio del Rosal,0.95,MARIA BEGOÑA CUETO IGLESIAS
120,El Campus de Mieres acoge el II Encuentro de la Red DESP-OB para avanzar en el análisis del despoblamiento en España,https://portalinvestigacion.uniovi.es/investigadores/219106/detalle,investigar,INVESTIGA_SOBRE,despoblamiento rural,"La jornada del 29 de abril continuó con la conferencia “¿Lugares que no importan? La despoblación rural en su perspectiva histórica”, impartida por Fernando Collantes, catedrático de Historia e Instituciones Económicas de la Universidad de Oviedo.",0.9,FERNANDO COLLANTES GUTIERREZ
