news_id,titulo,status,num_candidatos,num_roles,num_tripletas_raw,num_tripletas_aceptadas,num_tripletas_rechazadas
214,La Alianza INGENIUM acuerda en Rumanía los pasos clave para su consolidación como universidad europea,ok,2,2,4,1,3
215,La doctora por la Universidad de Oviedo Nerea López Bouzas recibe el premio Fundación ONCE a la Investigación por una tesis sobre comunicación en personas con autismo,ok,1,1,2,0,2
216,La Sala de Exposiciones de la Universidad de Oviedo se abre a la atmósfera pictórica de Paz Banciella,ok,3,1,1,0,1
217,Una investigación de la Universidad de Oviedo reconstruye la evolución del estuario del Nalón desde el Pleistoceno hasta la actualidad,ok,2,2,4,0,4
218,El rector defiende la universidad pública como un servicio al bien común durante su intervención en la festividad de Santo Tomás de Aquino,ok,3,3,5,2,3
219,El proyecto de dinamización universitaria de la Casa de la Buelga incorpora a la Fundación Caja Rural de Asturias,sin_candidatos,0,0,0,0,0
220,El rector reivindica la Extensión Universitaria como seña de identidad de la Universidad de Oviedo en la toma de posesión de Marta Mateo como vicerrectora,ok,2,2,3,1,2
221,La Universidad de Oviedo refuerza su presencia en el medio rural asturiano con la creación de una red de embajadores y embajadoras,ok,3,3,0,0,0
222,La Cátedra de Cultura Científica pulsará la opinión de la sociedad asturiana sobre el valor de la ciencia,ok,10,5,3,0,3
223,Seis revistas del Servicio de Publicaciones de la Universidad de Oviedo renuevan su sello de calidad nacional,ok,6,6,0,0,0
224,"La Universidad de Oviedo impulsa la conexión entre ciencia, empresa y sociedad con la Segunda Semana de la Transferencia",ok,2,2,2,0,2
225,El rector renueva su equipo de gobierno con la incorporación de Marta Mateo como nueva vicerrectora de Extensión Universitaria y Proyección Cultural,ok,3,2,1,1,0
226,Un proyecto europeo con participación de la Universidad de Oviedo impulsará la igualdad de género y la diversidad en las carreras científicas,ok,2,2,8,0,8
227,La rectora de la Universidad de Zaragoza asume la presidencia del Grupo G9 de Universidades durante el primer semestre de 2026,ok,6,6,0,0,0
228,La Universidad de Oviedo supera por primera vez el millar de matrículas en el Programa Universitario de Mayores,ok,11,5,4,0,4
229,INGENIUM presenta un nuevo módulo online sobre ética e integridad científica coordinado por la Universidad Tecnológica de Munster (Irlanda),sin_candidatos,0,0,0,0,0
230,El Campus de Gijón de la Universidad de Oviedo incorpora una red privada 5G pionera en Asturias,ok,11,6,5,5,0
231,Un sistema basado en inteligencia artificial permite estimar la edad legal de una persona con un alto nivel de exactitud,sin_candidatos,0,0,0,0,0
232,La combinación de un clima extremo y vegetación lista para arder intensificó los incendios récord de 2025 en España,sin_candidatos,0,0,0,0,0
233,La Universidad de Oviedo y el Ayuntamiento de Avilés firman una alianza estratégica,ok,13,13,3,2,1
234,Un estudio de la Universidad de Oviedo gana el premio Lola Martínez a la mejor investigación en Igualdad y Género,ok,2,1,2,0,2
235,Un equipo de la Universidad de Oviedo lidera un estudio que define las reglas para el control de la nanoluz en la escala atómica,ok,6,3,1,0,1
236,Los pesticidas son tan importantes como la pérdida de hábitats en el declive global de las abejas silvestres en los cultivos,ok,5,5,2,0,2
237,Más de 27000 personas participaron en las 500 actividades coordinadas por la UCC+I de la Universidad de Oviedo en 2025,sin_candidatos,0,0,0,0,0
238,La Cátedra de Salud Comunitaria y Promoción de la Salud entrega sus premios a los mejores trabajos fin de titulación,ok,27,2,2,0,2
239,25 tesis doctorales leídas en el curso 2023-2024 recibirán el Premio Extraordinario de Doctorado,ok,4,4,1,1,0
240,El lienzo ‘Cristo presentado al pueblo’ recupera su valor artístico original tras ser sometido a una restauración integral,ok,2,1,1,0,1
241,"Abierta la convocatoria para el BIP en ‘Labour and Social Justice’, dirigido a estudiantes de Derecho",sin_candidatos,0,0,0,0,0
242,"Abierta la convocatoria para el BIP en ‘Rare Neurogenetic Diseases’, dirigido a estudiantes de Medicina",sin_candidatos,0,0,0,0,0
243,El Principado y la Universidad de Oviedo ponen en marcha el primer Erasmus Rural,ok,4,2,0,0,0
244,La Universidad de Oviedo entrega los Premios a los Mejores Trabajos Fin de Grado de las Cátedras AACSB de la Facultad de Economía y Empresa,ok,29,29,1,0,1
245,La Universidad de Oviedo rinde homenaje a ‘La Regenta’ con una exposición de más de 80 publicaciones que invitan a redescubrir la obra cumbre de Clarín,ok,7,4,2,0,2
246,La Universidad de Oviedo ‘exporta’ su experiencia con el túnel del viento a la Universidad de Princeton,ok,4,1,5,3,2
247,INCIBE Emprende y la Universidad de Oviedo abordan el marco legal y el cumplimiento normativo en ciberseguridad para startups,sin_candidatos,0,0,0,0,0
248,La Universidad de Oviedo inaugura la Escuela Internacional de Doctorado Paz Suárez Rendueles,ok,8,1,0,0,0
249,El IUOPA destaca en su gala del 25º aniversario que los avances contra el cáncer solo son posibles gracias a la investigación,ok,7,3,2,1,1
250,La Universidad de Oviedo y la Fundación Alimerka renuevan su colaboración para impulsar proyectos de interés social,ok,2,1,0,0,0
251,Tres egresados de la Universidad de Oviedo logran los Premios Nacionales Fin de Carrera,ok,13,12,2,2,0
252,Un estudio del Serida y la Universidad de Oviedo revela el impacto de la fauna silvestre en el control de las plagas y en la sostenibilidad de los frutales asturianos,ok,17,4,4,0,4
253,Un equipo de investigación revela detalles inéditos de las colonias de cría de paíños europeos y cormoranes moñudos,ok,2,1,3,1,2
254,La Universidad de Oviedo acoge la exposición ‘39 miradas y una esperanza’ en el Día de los Derechos Humanos’,ok,2,2,0,0,0
255,El seguimiento con dispositivos GPS de especies silvestres identifica limitaciones en la planificación para instalar energías renovables como la eólica,ok,1,1,0,0,0
256,"El Consejo de Gobierno aprueba un presupuesto de 271,3 millones para 2026, con un refuerzo para la investigación y para los centros y departamentos",ok,1,1,2,0,2
257,El rector propondrá a Emma Ramos para la gerencia de la Universidad de Oviedo tras la jubilación de José Antonio Díaz Lago,ok,2,2,0,0,0
258,Investigadores de la Universidad de Oviedo estudian cómo las grandes presas impactan en la conservación del desmán ibérico,ok,13,3,2,1,1
259,Interculturalidad y educación financiera: concluyen en Oviedo los primeros proyectos de INGENIUM liderados por estudiantes,ok,3,3,3,0,3
260,Inserta Empleo y La Universidad de Oviedo acercan la discapacidad al ámbito universitario en la jornada ‘Accesibilidad e inclusión: compromiso de tod@s’,ok,2,2,0,0,0
261,La Universidad de Oviedo revitaliza el envío de postales para felicitar la Navidad con mensajes científicos,sin_candidatos,0,0,0,0,0
262,CRUE se suma a la celebración del Día Internacional de las Personas con Discapacidad,sin_candidatos,0,0,0,0,0
263,"La empleabilidad, la calidad científica y la financiación centran las conclusiones de la nueva edición de La Universidad Española en Cifras",ok,4,1,2,0,2
264,El profesor Roger Campione presenta en la Universidad de Florencia el documental ‘La guerra de las máquinas’,ok,16,4,4,0,4
265,La Universidad de Oviedo aprueba la modificación sustancial de los planes de estudios de cinco másteres universitarios,ok,2,2,2,1,1
266,Micaela Moya Cedrola obtiene el XI Premio Internacional de Investigación Literaria “Ángel González” con una obra sobre el amor y el erotismo en cinco poetas españolas,ok,2,1,0,0,0
267,El G-9 distingue con su Premio de Investigación en Estudios de Género un TFM de la Universidad de Oviedo sobre la violencia obstétrica en Nigeria,ok,5,1,1,0,1
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,ok,18,6,7,1,6
269,La Sala de Exposiciones de la Universidad de Oviedo se abre a las emociones de Marcos Tamargo para cerrar el año,ok,9,2,0,0,0
270,La Asamblea General de CRUE aborda los principales retos del sistema universitario,ok,1,1,0,0,0
271,Día Internacional de la Eliminación de la Violencia contra la Mujer,ok,3,3,0,0,0
272,La Universidad de Oviedo y la empresa china Sino-Foundry Refractory crean una cátedra para impulsar la investigación en sostenibilidad de materiales refractarios,ok,6,1,2,0,2
273,El rector defiende la capacidad de la universidad para cambiar las vidas y mejorar el mundo con motivo de la festividad de Santa Catalina de Alejandría,ok,8,8,1,1,0
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",ok,17,15,1,1,0
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,ok,11,8,1,0,1
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,ok,30,25,0,0,0
277,La Fundación la Caixa otorga una ayuda de casi un millón de euros a un proyecto en el que participa la Universidad de Oviedo,ok,2,2,1,0,1
278,Los premios IPfest reconocen la labor de investigadora y de transferencia de la Universidad de Oviedo,ok,3,2,2,0,2
279,Un estudio de la Universidad de Oviedo y el Ayuntamiento de Gijón revela que los solares vacíos pueden impulsar la biodiversidad urbana,ok,1,1,1,0,1
280,Alcón reivindica la necesidad del sexenio de transferencia en las Jornadas de Investigación que acoge la Universidade de Vigo,ok,3,3,0,0,0
281,La Universidad de Oviedo y el Ayuntamiento de Langreo refundan La Casa de la Buelga como un eje dinamizador del Valle del Nalón,ok,3,3,1,1,0
282,‘Business Model Canvas’: ya disponible el curso online de INGENIUM para emprendedores e innovadores,sin_candidatos,0,0,0,0,0
283,La Universidad de Oviedo reúne a más de 60 estudiantes de todo el país en el primer Hackathon Internacional de Ciberseguridad organizado junto al INCIBE,sin_candidatos,0,0,0,0,0
284,La UNE elige nueva junta directiva para el bienio 2025-2027,ok,5,1,0,0,0
285,Las universidades del G-9 reclaman mayor claridad en la normativa a la ANECA,ok,1,1,0,0,0
286,La Universidad de Oviedo y el Ayuntamiento de Salas firman un convenio para dar continuidad al Aula Valdés-Salas,ok,1,1,0,0,0
287,La Universidad de Oviedo recibe el Premio Nacional de Edición Universitaria a la mejor monografía en Artes y Humanidades,ok,1,1,0,0,0
288,El rector presenta ante el Claustro de la Universidad de Oviedo el informe de gestión del pasado curso,ok,1,1,3,2,1
289,La Universidad de Oviedo participa en un estudio nacional que analiza cómo influye tener animales en los primeros años de vida en el desarrollo emocional infantil,sin_candidatos,0,0,0,0,0
290,La Universidad de Oviedo y FICYT crean la Cátedra de Cultura Científica para impulsar la divulgación y analizar la percepción de la ciencia en Asturias,ok,4,2,1,1,0
291,Estudiantes de la Universidad de Oviedo ganan un hackathon en México con su propuesta para transformar residuos de la producción de tequila en bioplásticos,ok,10,2,2,0,2
292,La Cátedra Cogersa inaugura su IV Semana de la Circularidad,ok,7,5,3,1,2
293,Abierta la inscripción para las II Jornadas sobre la Soledad y salud en jóvenes y mayores: hacia un bienestar intergeneracional,sin_candidatos,0,0,0,0,0
294,Un equipo de investigación de la Universidad de Oviedo prueba técnicas para detectar a simple vista fraudes en la comercialización de invertebrados marinos,ok,2,2,2,0,2
295,TotalEnergies da la bienvenida a 25 estudiantes de la Universidad de Oviedo en la quinta edición de su programa de becas,ok,2,1,0,0,0
296,INGENIUM invita a la comunidad universitaria a construir la oferta académica del futuro,sin_candidatos,0,0,0,0,0
297,El Máster en Género y Diversidad de la Universidad de Oviedo recibe el premio Menina 2025 de la Delegación del Gobierno en Asturias,ok,2,1,2,0,2
298,Decanas y decanos de Facultades de Derecho de España reclaman pruebas presenciales y territoriales de acceso a la abogacía y procura,ok,13,13,0,0,0
299,La Semana de la Ciencia y la Innovación de la Universidad de Oviedo cumple 25 años y se consolida como el mayor evento de divulgación de Asturias,ok,30,19,1,0,1
300,La Universidad de Oviedo y el Principado crean una cátedra para afrontar los principales desafíos demográficos de Asturias,ok,2,2,2,0,2
301,"La actividad emprendedora continúa creciendo en Asturias, según el informe GEM 2024-2025",ok,12,4,2,0,2
302,Planes estratégicos 2022,sin_candidatos,0,0,0,0,0
