news_id,titulo,investigador_id,verbo_superficie,relacion,topico_o_concepto,evidencia,confianza_llm,nombre_investigador
230,El Campus de Gijón de la Universidad de Oviedo incorpora una red privada 5G pionera en Asturias,https://portalinvestigacion.uniovi.es/investigadores/217335/detalle,investigar,INVESTIGA_SOBRE,tecnologías emergentes,impulsar la investigación en tecnologías emergentes,0.9,RAFAEL GONZALEZ AYESTARAN
230,El Campus de Gijón de la Universidad de Oviedo incorpora una red privada 5G pionera en Asturias,https://portalinvestigacion.uniovi.es/investigadores/219298/detalle,investigar,INVESTIGA_SOBRE,tecnologías emergentes,impulsar la investigación en tecnologías emergentes,0.9,IGNACIO RODRIGUEZ
230,El Campus de Gijón de la Universidad de Oviedo incorpora una red privada 5G pionera en Asturias,https://portalinvestigacion.uniovi.es/investigadores/217762/detalle,investigar,INVESTIGA_SOBRE,tecnologías emergentes,impulsar la investigación en tecnologías emergentes,0.9,JESUS ALBERTO LOPEZ FERNANDEZ
233,La Universidad de Oviedo y el Ayuntamiento de Avilés firman una alianza estratégica,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,impulsar,LIDERA,ecosistema de innovación,la colaboración con el Ayuntamiento de Avilés como socio estratégico es “fundamental” para consolidar un ecosistema de innovación,0.9,IGNACIO VILLAVERDE MENENDEZ
233,La Universidad de Oviedo y el Ayuntamiento de Avilés firman una alianza estratégica,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,ofrecer,DESARROLLA,transferencia de conocimiento,sitúa a la Universidad de Oviedo en el centro de la transferencia de conocimiento,0.9,IGNACIO VILLAVERDE MENENDEZ
239,25 tesis doctorales leídas en el curso 2023-2024 recibirán el Premio Extraordinario de Doctorado,https://portalinvestigacion.uniovi.es/investigadores/1010273/detalle,reforzar,COLABORA_EN,Plan Propio de Investigación,"la vicerrectora Irene Díaz ha subrayado que “el Plan Propio sigue siendo una herramienta fundamental para sostener la actividad investigadora...""",0.9,IRENE DIAZ MARTINEZ
246,La Universidad de Oviedo ‘exporta’ su experiencia con el túnel del viento a la Universidad de Princeton,https://portalinvestigacion.uniovi.es/investigadores/218207/detalle,investigar,INVESTIGA_SOBRE,aerodinámica y aeroelasticidad,...que acercan de forma directa la aerodinámica y la aeroelasticidad a estudiantes e investigadores estadounidenses.,0.9,ANTONIO NAVARRO MANSO
246,La Universidad de Oviedo ‘exporta’ su experiencia con el túnel del viento a la Universidad de Princeton,https://portalinvestigacion.uniovi.es/investigadores/218207/detalle,desarrollar,DESARROLLA,demostradores experimentales,...ha diseñado y construido cuatro demostradores de gran versatilidad y alto valor conceptual...,0.9,ANTONIO NAVARRO MANSO
246,La Universidad de Oviedo ‘exporta’ su experiencia con el túnel del viento a la Universidad de Princeton,https://portalinvestigacion.uniovi.es/investigadores/218207/detalle,ofrecer,DESARROLLA,material docente,...ha elaborado material docente —manuales y guías— para facilitar que las prácticas puedan reproducirse y actualizarse con facilidad.,0.85,ANTONIO NAVARRO MANSO
249,El IUOPA destaca en su gala del 25º aniversario que los avances contra el cáncer solo son posibles gracias a la investigación,https://portalinvestigacion.uniovi.es/investigadores/218458/detalle,liderar,LIDERA,laboratorio de investigación,El IUOPA me brindó la oportunidad de montar un laboratorio de investigación al lado del departamento de Otorrinolaringología.,0.85,CARLOS MANUEL SUAREZ ALVAREZ
251,Tres egresados de la Universidad de Oviedo logran los Premios Nacionales Fin de Carrera,https://portalinvestigacion.uniovi.es/investigadores/218886/detalle,investigar,INVESTIGA_SOBRE,Biomedicina y Oncología Molecular,"David Roiz del Valle, graduado en Biología por la Universidad de Oviedo, ha defendido recientemente tesis doctoral en Biomedicina y Oncología Molecular",0.9,DAVID ROIZ DEL VALLE
251,Tres egresados de la Universidad de Oviedo logran los Premios Nacionales Fin de Carrera,https://portalinvestigacion.uniovi.es/investigadores/218886/detalle,participar,COLABORA_EN,"grupo de Genomas, Cáncer y Envejecimiento","Actualmente, trabaja como investigador postdoctoral en el grupo de Genomas, Cáncer y Envejecimiento de la institución académica asturiana",0.9,DAVID ROIZ DEL VALLE
253,Un equipo de investigación revela detalles inéditos de las colonias de cría de paíños europeos y cormoranes moñudos,https://portalinvestigacion.uniovi.es/investigadores/216929/detalle,desarrollar,DESARROLLA,proyecto CORMIÑOS,"CORMIÑOS, llevado a cabo entre 2022 y 2025 por la consultora CORY'S–Investigación y Conservación de la Biodiversidad, en colaboración con David Álvarez...",0.85,DAVID ALVAREZ FERNANDEZ
258,Investigadores de la Universidad de Oviedo estudian cómo las grandes presas impactan en la conservación del desmán ibérico,https://portalinvestigacion.uniovi.es/investigadores/216902/detalle,liderar,LIDERA,proyecto AQUAMAM,"El proyecto, denominado AQUAMAM, liderado por la profesora de la Universidad de Oviedo Alba Ardura, nace con el objetivo de entender cómo las grandes presas están afectando a la conectividad y salud genética de las poblaciones de desmán.",0.9,ALBA ARDURA GUTIERREZ
265,La Universidad de Oviedo aprueba la modificación sustancial de los planes de estudios de cinco másteres universitarios,https://portalinvestigacion.uniovi.es/investigadores/217928/detalle,impulsar,LIDERA,actividad científica,"El objetivo de estas ayudas es impulsar la actividad científica, fomentar el intercambio de conocimiento",0.85,JUAN MANUEL MARCHANTE GAYON
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/2014345/detalle,investigar,INVESTIGA_SOBRE,Claves transcriptómicas del envejecimiento,"Su trabajo premiado, titulado Claves transcriptómicas del envejecimiento, fue dirigido por los doctores José María Pérez Freije y David Roiz del Valle.",0.9,ANTONIO GARCIA-BERNARDO TARTIERE
273,El rector defiende la capacidad de la universidad para cambiar las vidas y mejorar el mundo con motivo de la festividad de Santa Catalina de Alejandría,https://portalinvestigacion.uniovi.es/investigadores/219790/detalle,ofrecer,DESARROLLA,conferencia magistral,"Alfonso Palacio, director adjunto del Museo del Prado, ha sido este año el encargado de ofrecer la conferencia magistral.",0.9,ALFONSO PALACIO ALVAREZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/218220/detalle,investigar,INVESTIGA_SOBRE,flamenco,"Núñez, creador de flamencopolis.com, un lugar de referencia sobre el flamenco en internet, fue director musical de la compañía de Antonio Gades y director del sello Deutsche Grammophon.",0.9,FAUSTINO JOSE NUÑEZ BATALLA
281,La Universidad de Oviedo y el Ayuntamiento de Langreo refundan La Casa de la Buelga como un eje dinamizador del Valle del Nalón,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,investigar,INVESTIGA_SOBRE,Extensión Universitaria,Ignacio Villaverde ha recordado que la Extensión Universitaria es una actividad fundamental para la Universidad de Oviedo que fue pionera en su desarrollo en España.,0.9,IGNACIO VILLAVERDE MENENDEZ
288,El rector presenta ante el Claustro de la Universidad de Oviedo el informe de gestión del pasado curso,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,desarrollar,DESARROLLA,estrategia de futuro,ha explicado ante el Claustro la estrategia de futuro contemplada para la institución a través de cinco grandes pactos para los próximos cinco años.,0.85,IGNACIO VILLAVERDE MENENDEZ
288,El rector presenta ante el Claustro de la Universidad de Oviedo el informe de gestión del pasado curso,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,investigar,INVESTIGA_SOBRE,gestión de la investigación,ha detallado las medidas implementadas para mejorar la gestión de la investigación y el inicio de un profundo análisis destinado a revisar el desempeño docente.,0.8,IGNACIO VILLAVERDE MENENDEZ
290,La Universidad de Oviedo y FICYT crean la Cátedra de Cultura Científica para impulsar la divulgación y analizar la percepción de la ciencia en Asturias,https://portalinvestigacion.uniovi.es/investigadores/217756/detalle,investigar,INVESTIGA_SOBRE,percepción de la ciencia en Asturias,Esta iniciativa pretende analizar la percepción que la sociedad asturiana tiene de la ciencia...,0.9,JOSE ANTONIO LOPEZ CEREZO
292,La Cátedra Cogersa inaugura su IV Semana de la Circularidad,https://portalinvestigacion.uniovi.es/investigadores/217768/detalle,ofrecer,DESARROLLA,conferencia Caminando hacia la Sostenibilidad del Hormigón,"El miércoles 12 (12.00 h.) el campus de Gijón. EPI, Aulario Sur, Sala de Juntas (Gijón), acoge la conferencia Caminando hacia la Sostenibilidad del Hormigón a partir de Materiales Circulares, impartida por Fernando López Gayarre.",0.9,FERNANDO LOPEZ GAYARRE
